Target,Model,CV_MAE,CV_RMSE,CV_R2,CV_MAE_STD
Cost,Dummy,9.84151517959854,17.043403251154725,-0.36730577177232926,3.07360649848574
Cost,Ridge,6.925102339637692,10.40337393891864,-0.036460908229964215,2.5437884173849423
Cost,RandomForest,1.7732696602354339,6.515008321602449,0.6738230278889404,2.056501475201865
Cost,HistGradientBoosting,3.4481061372728696,9.106985976965358,0.24447008451039665,2.7513699866509267
Schedule,Dummy,9.643802338327715,15.580133333422788,-0.5572467923277755,4.480330764069527
Schedule,Ridge,3.3624175599308415,5.311078785450382,0.1592480316328891,0.6641263395869766
Schedule,RandomForest,2.627882887672859,5.2545007294344686,-0.3164673132487946,1.5506167117686875
Schedule,HistGradientBoosting,3.302898096262505,6.818971074709141,-1.7352261186154165,2.11403544803457
