project_code,project_name,snapshot_date,start_date,original_doc,original_cost_cr,cumulative_expenditure_cr,physical_progress_pct,planned_duration_months,elapsed_months,months_to_original_target,expenditure_pct_of_original_cost,project_category,target_cost_overrun_pct,target_schedule_overrun_months,delay_flag,cost_overrun_flag
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2026-03-01,2023-03-01,11-2024,3546.94,3529.2,99.68,20,36,-16,99.49985057542555,Transmission_System,0.0,18.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2026-04-01,2023-03-01,11-2024,3546.94,3532.75,99.69,20,37,-17,99.59993684697233,Transmission_System,0.0,18.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2026-05-01,2023-03-01,11-2024,3546.94,3532.75,99.69,20,38,-18,99.59993684697233,Transmission_System,0.0,18.0,1,0
N18000184,ESTABLISHMENT OF FIBER OPTIC COMMUNICATION SYSTEM IN NR UNDER FIBER OPTIC EXPANSION PROJECT (ADDITIO,2024-08-01,2015-03-01,03-2018,197.4,161.89,96.0,36,113,-77,82.0111448834853,Other_Power_Transmission,0.0,81.0,1,0
N18000184,ESTABLISHMENT OF FIBER OPTIC COMMUNICATION SYSTEM IN NR UNDER FIBER OPTIC EXPANSION PROJECT (ADDITIO,2024-11-01,2015-03-01,03-2018,197.4,162.89,98.0,36,116,-80,82.5177304964539,Other_Power_Transmission,0.0,81.0,1,0
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2024-08-01,2014-12-01,12-2018,4754.42,6684.4,77.1,48,116,-68,140.59338468204322,Other_Power_Transmission,92.0175331586187,75.0,1,1
N18000249,1123 COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2024-09-01,2014-12-01,12-2018,4754.42,6724.24,77.14,48,117,-69,141.43134178301452,Other_Power_Transmission,92.0175331586187,75.0,1,1
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2024-11-01,2014-12-01,12-2018,4754.42,6869.5,77.6,48,119,-71,144.4866040442367,Other_Power_Transmission,92.0175331586187,75.0,1,1
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2024-12-01,2014-12-01,12-2018,4754.42,6894.16,77.6,48,120,-72,145.0052792980006,Other_Power_Transmission,92.0175331586187,75.0,1,1
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2025-01-01,2014-12-01,12-2018,4754.42,6938.35,77.9,48,121,-73,145.93473020894243,Other_Power_Transmission,92.0175331586187,75.0,1,1
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2025-02-01,2014-12-01,12-2018,4754.42,7009.75,79.5,48,122,-74,147.4364906760446,Other_Power_Transmission,92.0175331586187,75.0,1,1
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2025-03-01,2014-12-01,12-2018,4754.42,7602.44,80.0,48,123,-75,159.9025748671762,Other_Power_Transmission,92.0175331586187,,1,1
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2025-04-01,2018-12-01,03-2025,4754.42,7602.44,81.0,75,76,-1,159.9025748671762,Other_Power_Transmission,92.0175331586187,48.0,1,1
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2025-05-01,2014-12-01,12-2018,4754.42,7602.44,81.5,48,125,-77,159.9025748671762,Other_Power_Transmission,92.0175331586187,,1,1
N18000249,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,2025-06-01,2014-12-01,12-2018,4754.42,7602.44,81.7,48,126,-78,159.9025748671762,Other_Power_Transmission,92.0175331586187,,1,1
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,2024-08-01,2014-12-01,12-2018,5111.33,4925.53,95.0,48,116,-68,96.36493828416478,Other_Power_Transmission,31.08134282075311,75.0,1,1
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,2024-11-01,2014-12-01,12-2018,5111.33,4987.61,95.3,48,119,-71,97.57949496510692,Other_Power_Transmission,31.08134282075311,75.0,1,1
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,2024-12-01,2014-12-01,12-2018,5111.33,5020.56,95.4,48,120,-72,98.22414127047168,Other_Power_Transmission,31.08134282075311,75.0,1,1
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,2025-01-01,2014-12-01,12-2018,5111.33,5026.36,95.5,48,121,-73,98.33761467171948,Other_Power_Transmission,31.08134282075311,75.0,1,1
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,2025-02-01,2014-12-01,12-2018,5111.33,5066.06,95.6,48,122,-74,99.11432053888127,Other_Power_Transmission,31.08134282075311,78.0,1,1
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,2025-03-01,2014-12-01,12-2018,5111.33,5276.39,95.7,48,123,-75,103.22929648447663,Other_Power_Transmission,31.08134282075311,78.0,1,1
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,2025-04-01,2018-12-01,03-2025,5111.33,5276.39,95.8,75,76,-1,103.22929648447663,Other_Power_Transmission,31.08134282075311,3.0,1,1
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,2025-05-01,2014-12-01,12-2018,5111.33,5276.39,95.9,48,125,-77,103.22929648447663,Other_Power_Transmission,31.08134282075311,81.0,1,1
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,2025-06-01,2014-12-01,12-2018,5111.33,5230.02,96.0,48,126,-78,102.32209620587987,Other_Power_Transmission,31.08134282075311,81.0,1,1
N18000264,HVDC BIPOLE LINK BETWEEN WR AND SR -NORTH TRICHUR - SCHEME -II AC SYSTEM STRENGTHENING AT PUGALUR EN,2024-08-01,2017-08-01,02-2020,1931.39,1962.64,99.0,30,84,-54,101.61800568502476,Substation_Grid_Equipment,36.45871626134546,67.0,1,1
N18000264,HVDC BIPOLE LINK BETWEEN WR AND SR -NORTH TRICHUR - SCHEME -II AC SYSTEM STRENGTHENING AT PUGALUR EN,2024-11-01,2017-08-01,02-2020,1931.39,1972.44,99.0,30,87,-57,102.12541226784856,Substation_Grid_Equipment,36.45871626134546,67.0,1,1
N18000264,HVDC BIPOLE LINK BETWEEN WR AND SR - NORTH TRICHUR - SCHEME -II AC SYSTEM STRENGTHENING AT PUGALUR EN,2024-12-01,2017-08-01,02-2020,1931.39,1972.44,99.0,30,88,-58,102.12541226784856,Substation_Grid_Equipment,36.45871626134546,67.0,1,1
N18000264,HVDC BIPOLE LINK BETWEEN WR AND SR -NORTH TRICHUR - SCHEME -II AC SYSTEM STRENGTHENING AT PUGALUR EN,2025-01-01,2017-08-01,02-2020,1931.39,1972.44,99.0,30,89,-59,102.12541226784856,Substation_Grid_Equipment,36.45871626134546,67.0,1,1
N18000300,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2024-08-01,2021-05-01,09-2022,1184.88,840.52,97.0,16,39,-23,70.93714131388832,Transmission_System,0.0,23.0,1,0
N18000306,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2024-08-01,2021-06-01,12-2022,1562.0,1161.25,92.0,18,38,-20,74.3437900128041,Transmission_System,0.0,24.0,1,0
N18000306,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2024-11-01,2021-06-01,12-2022,1562.0,1292.25,99.0,18,41,-23,82.73047375160051,Transmission_System,0.0,24.0,1,0
N18000307,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2024-08-01,2021-06-01,12-2022,1006.0,879.31,95.0,18,38,-20,87.40656063618289,Transmission_System,0.0,24.0,1,0
N18000307,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2024-11-01,2021-06-01,12-2022,1006.0,884.11,100.0,18,41,-23,87.88369781312127,Transmission_System,0.0,22.0,1,0
N18000316,NORTH EASTERN REGION STRENGTHENING SCHEME-XII,2024-08-01,2021-05-01,03-2023,576.42,418.46,100.0,22,39,-17,72.59637070191874,Other_Power_Transmission,0.0,17.0,1,0
N18000316,NORTH EASTERN REGION STRENGTHENING SCHEME-XII,2024-11-01,2021-05-01,03-2023,576.42,419.96,100.0,22,42,-20,72.85659761979113,Other_Power_Transmission,0.0,17.0,1,0
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,2024-08-01,2022-02-01,04-2025,318.12,139.55,83.0,38,30,8,43.8670941782975,Transmission_System,0.0,0.0,0,0
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,2024-11-01,2022-02-01,04-2025,318.12,146.75,86.0,38,33,5,46.1303910474035,Transmission_System,0.0,0.0,0,0
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,2024-12-01,2022-02-01,04-2025,318.12,151.75,88.0,38,34,4,47.70212498428266,Transmission_System,0.0,0.0,0,0
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,2025-01-01,2022-02-01,04-2025,318.12,154.75,90.0,38,35,3,48.64516534641016,Transmission_System,0.0,0.0,0,0
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,2025-02-01,2022-02-01,04-2025,318.12,157.75,94.0,38,36,2,49.58820570853766,Transmission_System,0.0,0.0,0,0
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,2025-03-01,2022-02-01,04-2025,318.12,157.75,94.0,38,37,1,49.58820570853766,Transmission_System,0.0,0.0,0,0
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,2025-04-01,2022-02-01,04-2025,318.12,169.75,95.0,38,38,0,53.36036715704765,Transmission_System,0.0,2.0,1,0
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,2025-05-01,2022-02-01,04-2025,318.12,169.75,98.0,38,39,-1,53.36036715704765,Transmission_System,0.0,2.0,1,0
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,2025-06-01,2022-02-01,04-2025,318.12,254.5,98.0,38,40,-2,80.00125738714951,Transmission_System,0.0,4.0,1,0
N18000330,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,2024-11-01,2022-03-01,12-2024,288.71,131.79,44.0,33,32,1,45.64788195767379,Transmission_System,0.0,9.0,1,0
N18000330,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,2024-12-01,2022-03-01,12-2024,288.71,133.79,47.0,33,33,0,46.34061861383395,Transmission_System,0.0,9.0,1,0
N18000330,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,2025-01-01,2022-03-01,12-2024,288.71,133.79,47.0,33,34,-1,46.34061861383395,Transmission_System,0.0,9.0,1,0
N18000330,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,2025-02-01,2022-03-01,12-2024,288.71,143.79,48.0,33,35,-2,49.804301894634754,Transmission_System,0.0,7.0,1,0
N18000330,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,2025-03-01,2022-03-01,12-2024,288.71,144.79,48.0,33,36,-3,50.15067022271483,Transmission_System,0.0,7.0,1,0
N18000330,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,2025-04-01,2022-03-01,12-2024,288.71,144.79,48.0,33,37,-4,50.15067022271483,Transmission_System,0.0,7.0,1,0
N18000330,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,2025-05-01,2022-03-01,12-2024,288.71,149.79,48.0,33,38,-5,51.88251186311523,Transmission_System,0.0,7.0,1,0
N18000330,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,2025-06-01,2022-03-01,12-2024,288.71,199.53,48.0,33,39,-6,69.11087250181845,Transmission_System,0.0,9.0,1,0
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2024-08-01,2022-02-01,09-2023,359.47,191.87,63.0,19,30,-11,53.37580326591927,Transmission_System,0.0,15.0,1,0
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2024-11-01,2022-02-01,09-2023,359.47,234.97,73.0,19,33,-14,65.36567724705816,Transmission_System,0.0,18.0,1,0
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-01-01,2022-02-01,09-2023,359.47,271.16,79.0,19,35,-16,75.43327676857596,Transmission_System,0.0,18.0,1,0
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-02-01,2022-02-01,09-2023,359.47,290.16,94.0,19,36,-17,80.71883606420563,Transmission_System,0.0,20.0,1,0
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-03-01,2022-02-01,09-2023,359.47,292.16,82.0,19,37,-18,81.2752107269035,Transmission_System,0.0,20.0,1,0
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-04-01,2022-02-01,09-2023,359.47,314.16,84.0,19,38,-19,87.39533201657996,Transmission_System,0.0,21.0,1,0
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-05-01,2022-02-01,09-2023,359.47,319.16,90.0,19,39,-20,88.78626867332461,Transmission_System,0.0,22.0,1,0
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-06-01,2022-02-01,09-2023,359.47,327.28,90.0,19,40,-21,91.0451498038779,Transmission_System,0.0,23.0,1,0
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2024-08-01,2022-05-01,11-2023,1666.0,1290.22,80.0,18,27,-9,77.44417767106843,Transmission_System,0.0,13.0,1,0
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2024-12-01,2022-05-01,11-2023,1666.0,1425.62,83.0,18,31,-13,85.57142857142857,Transmission_System,0.0,16.0,1,0
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-01-01,2022-05-01,11-2023,1666.0,1428.62,83.0,18,32,-14,85.75150060024009,Transmission_System,0.0,16.0,1,0
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-02-01,2022-05-01,11-2023,1666.0,1442.62,86.0,18,33,-15,86.59183673469387,Transmission_System,0.0,18.0,1,0
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-03-01,2022-05-01,11-2023,1666.0,1449.62,88.0,18,34,-16,87.01200480192077,Transmission_System,0.0,18.0,1,0
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-04-01,2022-05-01,11-2023,1666.0,1490.62,90.3,18,35,-17,89.47298919567827,Transmission_System,0.0,21.0,1,0
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-05-01,2022-05-01,11-2023,1666.0,1511.62,92.7,18,36,-18,90.73349339735891,Transmission_System,33.13325330132052,21.0,1,1
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,2025-06-01,2022-05-01,11-2023,1666.0,2029.28,94.1,18,37,-19,121.80552220888354,Transmission_System,33.13325330132052,22.0,1,1
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2024-08-01,2022-07-01,06-2023,4546.26,2102.55,63.0,11,25,-14,46.247904871256814,Transmission_System,0.0,18.0,1,0
N18000337,1131 TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2024-09-01,2022-07-01,06-2023,4546.26,2180.35,64.0,11,26,-15,47.95920162947125,Transmission_System,0.0,18.0,1,0
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2024-11-01,2022-07-01,06-2023,4546.26,2423.35,75.0,11,28,-17,53.304254486105066,Transmission_System,0.0,21.0,1,0
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2024-12-01,2022-07-01,06-2023,4546.26,2497.35,80.0,11,29,-18,54.93196605561494,Transmission_System,0.0,21.0,1,0
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2025-01-01,2022-07-01,06-2023,4546.26,2550.35,84.0,11,30,-19,56.097759477020674,Transmission_System,0.0,23.0,1,0
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2025-02-01,2022-07-01,06-2023,4546.26,2624.35,87.0,11,31,-20,57.72547104653055,Transmission_System,0.0,24.0,1,0
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2025-03-01,2022-07-01,06-2023,4546.26,2680.35,89.0,11,32,-21,58.957252774808296,Transmission_System,0.0,24.0,1,0
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2025-04-01,2022-07-01,06-2023,4546.26,2785.35,91.0,11,33,-22,61.266843515329086,Transmission_System,0.0,27.0,1,0
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2025-05-01,2022-07-01,06-2023,4546.26,3969.34,92.0,11,34,-23,87.3100086664643,Transmission_System,0.0,27.0,1,0
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,2025-06-01,2022-07-01,06-2023,4546.26,4091.67,93.0,11,35,-24,90.00079185968247,Transmission_System,0.0,27.0,1,0
N18000338,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,2024-08-01,2022-07-01,03-2025,186.19,58.93,64.0,32,25,7,31.6504645791933,Transmission_System,0.0,0.0,0,0
N18000338,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,2024-11-01,2022-07-01,03-2025,186.19,66.53,68.0,32,28,4,35.73231645093722,Transmission_System,0.0,0.0,0,0
N18000338,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,2024-12-01,2022-07-01,03-2025,186.19,67.53,87.0,32,29,3,36.2694022235351,Transmission_System,0.0,0.0,0,0
N18000338,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,2025-01-01,2022-07-01,03-2025,186.19,69.53,90.0,32,30,2,37.34357376873087,Transmission_System,0.0,0.0,0,0
N18000338,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,2025-02-01,2022-07-01,03-2025,186.19,70.53,91.0,32,31,1,37.880659541328754,Transmission_System,0.0,0.0,0,0
N18000338,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,2025-03-01,2022-07-01,03-2025,186.19,71.53,100.0,32,32,0,38.41774531392664,Transmission_System,0.0,0.0,0,0
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,2024-08-01,2022-10-01,10-2025,307.87,72.11,51.0,36,22,14,23.42222366583298,Transmission_System,0.0,0.0,0,0
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,2024-11-01,2022-10-01,10-2025,307.87,101.31,59.0,36,25,11,32.90674635398057,Transmission_System,0.0,0.0,0,0
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,2024-12-01,2022-10-01,10-2025,307.87,125.31,62.0,36,26,10,40.70224445382792,Transmission_System,0.0,0.0,0,0
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,2025-01-01,2022-10-01,10-2025,307.87,135.31,68.0,36,27,9,43.95036866209764,Transmission_System,0.0,0.0,0,0
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,2025-02-01,2022-10-01,10-2025,307.87,163.31,80.0,36,28,8,53.04511644525287,Transmission_System,0.0,0.0,0,0
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,2025-03-01,2022-10-01,10-2025,307.87,184.31,89.0,36,29,7,59.86617728261928,Transmission_System,0.0,0.0,0,0
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,2025-04-01,2022-10-01,10-2025,307.87,184.31,89.0,36,30,6,59.86617728261928,Transmission_System,0.0,0.0,0,0
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,2025-05-01,2022-10-01,10-2025,307.87,234.9,99.9,36,31,5,76.29843765225583,Transmission_System,0.0,-4.0,0,0
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,2025-06-01,2022-10-01,10-2025,307.87,298.87,100.0,36,32,4,97.07668821255724,Transmission_System,0.0,-4.0,0,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2024-08-01,2023-02-01,11-2023,385.84,85.61,37.0,9,18,-9,22.187953555878085,Transmission_System,0.0,10.0,1,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2024-09-01,2023-02-01,11-2023,385.84,136.71,50.0,9,19,-10,35.43178519593614,Transmission_System,0.0,14.0,1,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2024-11-01,2023-02-01,11-2023,385.84,186.71,63.0,9,21,-12,48.39052456976986,Transmission_System,0.0,14.0,1,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2024-12-01,2023-02-01,11-2023,385.84,200.71,71.0,9,22,-13,52.0189715944433,Transmission_System,0.0,15.0,1,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2025-01-01,2023-02-01,11-2023,385.84,206.71,78.0,9,23,-14,53.57402031930334,Transmission_System,0.0,16.0,1,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2025-02-01,2023-02-01,11-2023,385.84,251.71,85.0,9,24,-15,65.23688575575368,Transmission_System,0.0,16.0,1,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2025-03-01,2023-02-01,11-2023,385.84,252.71,89.0,9,25,-16,65.49606054323036,Transmission_System,0.0,18.0,1,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2025-04-01,2023-02-01,11-2023,385.84,258.71,91.0,9,26,-17,67.0511092680904,Transmission_System,0.0,19.0,1,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2025-05-01,2023-02-01,11-2023,385.84,369.79,93.0,9,27,-18,95.8402446609994,Transmission_System,0.0,19.0,1,0
N18000350,WESTERN REGION EXPANSION SCHEME XXV,2025-06-01,2023-02-01,11-2023,385.84,370.41,95.0,9,28,-19,96.00093302923491,Transmission_System,0.0,21.0,1,0
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,2024-08-01,2023-03-01,11-2025,524.04,307.27,56.0,32,17,15,58.634837035340816,Transmission_System,0.0,0.0,0,0
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,2024-11-01,2023-03-01,11-2025,524.04,320.97,58.0,32,20,12,61.24914128692467,Transmission_System,0.0,0.0,0,0
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,2024-12-01,2023-03-01,11-2025,524.04,320.97,72.0,32,21,11,61.24914128692467,Transmission_System,0.0,0.0,0,0
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,2025-01-01,2023-03-01,11-2025,524.04,324.97,75.0,32,22,10,62.01244179833601,Transmission_System,0.0,0.0,0,0
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,2025-02-01,2023-03-01,11-2025,524.04,329.97,84.0,32,23,9,62.9665674376002,Transmission_System,0.0,0.0,0,0
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,2025-03-01,2023-03-01,11-2025,524.04,347.97,92.0,32,24,8,66.40141973895123,Transmission_System,0.0,0.0,0,0
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,2025-04-01,2023-03-01,11-2025,524.04,359.97,99.0,32,25,7,68.69132127318527,Transmission_System,0.0,0.0,0,0
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,2025-05-01,2023-03-01,11-2025,524.04,359.97,99.0,32,26,6,68.69132127318527,Transmission_System,0.0,-5.0,0,0
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,2025-06-01,2023-03-01,11-2025,524.04,482.12,99.8,32,27,5,92.00061064040914,Transmission_System,0.0,-4.0,0,0
