project_code,project_name,snapshot_date,start_date,original_doc,original_cost_cr,cumulative_expenditure_cr,physical_progress_pct,planned_duration_months,elapsed_months,months_to_original_target,expenditure_pct_of_original_cost,project_category,target_cost_overrun_pct,target_schedule_overrun_months,delay_flag,cost_overrun_flag
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,2026-01-01,2023-11-01,07-2025,224.41,121.18,63.0,20,26,-6,53.99937614188316,Transmission_System,0.0,8.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,2026-02-01,2023-11-01,07-2025,224.41,161.57,74.0,20,27,-7,71.99768281270887,Transmission_System,0.0,8.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,2026-03-01,2023-11-01,07-2025,224.41,197.47,90.8,20,28,-8,87.99518738024152,Transmission_System,0.0,9.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,2026-04-01,2023-11-01,07-2025,224.41,206.45,94.8,20,29,-9,91.99679158682768,Transmission_System,0.0,9.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,2026-05-01,2023-11-01,07-2025,224.41,215.43,99.6,20,30,-10,95.99839579341383,Transmission_System,0.0,10.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,2026-06-01,2023-11-01,07-2025,224.41,224.41,100.0,20,31,-11,100.0,Transmission_System,0.0,10.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,2025-07-01,2023-09-01,09-2025,1248.69,820.26,78.0,24,22,2,65.68964274559738,Transmission_System,0.0,7.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,2025-08-01,2023-09-01,09-2025,1248.69,860.97,82.0,24,23,1,68.94985945270643,Transmission_System,0.0,7.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,2025-09-01,2023-09-01,09-2025,1248.69,924.03,84.0,24,24,0,73.99995194964322,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,2025-10-01,2023-09-01,09-2025,1248.69,998.95,87.0,24,25,-1,79.99983983214408,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,2025-11-01,2023-09-01,09-2025,1248.69,1023.92,90.0,24,26,-2,81.99953551321785,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,2025-12-01,2023-09-01,09-2025,1248.69,1077.61,91.0,24,27,-3,86.29924160520224,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,2026-01-01,2023-09-01,09-2025,1248.69,1102.46,93.0,24,28,-4,88.28932721492123,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,2026-02-01,2023-09-01,09-2025,1248.69,1173.76,96.0,24,29,-5,93.99931127821957,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,2026-03-01,2023-09-01,09-2025,1248.69,1198.74,97.52,24,30,-6,95.9998077985729,Transmission_System,0.0,7.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],2025-07-01,2023-12-01,12-2025,2998.34,1592.11,49.0,24,19,5,53.099715175730566,Transmission_System,0.0,3.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],2025-08-01,2023-12-01,12-2025,2998.34,1703.11,51.0,24,20,4,56.80176364254888,Transmission_System,0.0,3.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],2025-09-01,2023-12-01,12-2025,2998.34,1978.9,54.0,24,21,3,65.99985325213285,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],2025-10-01,2023-12-01,12-2025,2998.34,2008.88,57.0,24,22,2,66.99973985605368,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],2025-11-01,2023-12-01,12-2025,2998.34,2098.83,60.0,24,23,1,69.99973318569607,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],2025-12-01,2023-12-01,12-2025,2998.34,2158.8,62.0,24,24,0,71.99983991141765,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],2026-01-01,2023-12-01,12-2025,2998.34,2248.75,64.0,24,25,-1,74.99983324106006,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],2026-02-01,2023-12-01,12-2025,2998.34,2278.73,65.0,24,26,-2,75.99971984498089,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],2026-03-01,2023-12-01,12-2025,2998.34,2278.73,68.21,24,27,-3,75.99971984498089,Transmission_System,0.0,12.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",2025-09-01,2024-02-01,02-2026,2147.62,1310.04,64.0,24,19,5,60.9996181819875,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",2025-10-01,2024-02-01,02-2026,2147.62,1438.9,67.0,24,20,4,66.99974855886983,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",2025-11-01,2024-02-01,02-2026,2147.62,1505.69,71.0,24,21,3,70.10970283383467,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",2025-12-01,2024-02-01,02-2026,2147.62,1685.45,79.0,24,22,2,78.47989867853717,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",2026-01-01,2024-02-01,02-2026,2147.62,1769.42,82.0,24,23,1,82.38980825285665,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",2026-03-01,2024-02-01,02-2026,2147.62,1825.47,87.32,24,25,-1,84.99967405779422,Transmission_System,0.0,4.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],2025-07-01,2023-12-01,12-2025,3751.82,1500.72,21.0,24,19,5,39.999786770154216,Transmission_System,0.0,6.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],2025-08-01,2023-12-01,12-2025,3751.82,1575.72,22.0,24,20,4,41.998816574355914,Transmission_System,0.0,6.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],2025-09-01,2023-12-01,12-2025,3751.82,1688.32,25.0,24,21,3,45.00002665373072,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],2025-10-01,2023-12-01,12-2025,3751.82,1688.32,28.0,24,22,2,45.00002665373072,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],2025-11-01,2023-12-01,12-2025,3751.82,2025.98,32.0,24,23,1,53.99992536955397,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],2025-12-01,2023-12-01,12-2025,3751.82,2101.02,38.0,24,24,0,56.00002132298457,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],2026-01-01,2023-12-01,12-2025,3751.82,2138.53,42.0,24,25,-1,56.99980276239266,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],2026-02-01,2023-12-01,12-2025,3751.82,2176.05,50.0,24,26,-2,57.99985073910795,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],2026-03-01,2023-12-01,12-2025,3751.82,2194.81,55.23,24,27,-3,58.499874727465595,Transmission_System,0.0,12.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2025-08-01,2023-12-01,12-2025,2889.39,1332.21,46.0,24,20,4,46.10696375359505,Transmission_System,0.0,3.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2025-09-01,2023-12-01,12-2025,2889.39,1462.89,50.0,24,21,3,50.6297176912774,Transmission_System,0.0,3.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2025-10-01,2023-12-01,12-2025,2889.39,1533.89,54.0,24,22,2,53.08698375781739,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2025-11-01,2023-12-01,12-2025,2889.39,1733.63,61.0,24,23,1,59.99986156247513,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2025-12-01,2023-12-01,12-2025,2889.39,1841.69,68.0,24,24,0,63.73975129698657,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2026-01-01,2023-12-01,12-2025,2889.39,2033.26,72.0,24,25,-1,70.36987045708611,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2026-02-01,2023-12-01,12-2025,2889.39,2080.36,76.0,24,26,-2,71.99997231249503,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2026-03-01,2023-12-01,12-2025,2889.39,2224.83,80.41,24,27,-3,76.99998961718563,Transmission_System,0.0,9.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,2025-07-01,2023-12-01,09-2025,163.61,50.72,39.0,21,19,2,31.000550088625385,Substation_Grid_Equipment,0.0,2.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,2025-08-01,2023-12-01,09-2025,163.61,60.53,42.0,21,20,1,36.99651610537253,Substation_Grid_Equipment,0.0,2.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,2025-09-01,2023-12-01,09-2025,163.61,71.98,56.0,21,21,0,43.99486583949636,Substation_Grid_Equipment,0.0,4.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,2025-10-01,2023-12-01,09-2025,163.61,85.07,62.0,21,22,-1,51.99559929099687,Substation_Grid_Equipment,0.0,4.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,2025-11-01,2023-12-01,09-2025,163.61,88.34,82.0,21,23,-2,53.9942546299126,Substation_Grid_Equipment,0.0,4.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,2025-12-01,2023-12-01,09-2025,163.61,111.04,82.0,21,24,-3,67.868712181407,Substation_Grid_Equipment,0.0,6.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,2026-01-01,2023-12-01,09-2025,163.61,134.08,83.0,21,25,-4,81.95098099138195,Substation_Grid_Equipment,0.0,6.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,2026-02-01,2023-12-01,09-2025,163.61,145.61,91.0,21,26,-5,88.99822749220708,Substation_Grid_Equipment,0.0,6.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,2025-09-01,2024-07-01,07-2026,218.6,1.01,0.0,24,14,10,0.4620311070448308,Transmission_System,0.0,8.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,2025-10-01,2024-07-01,07-2026,218.6,2.11,0.0,24,15,9,0.9652333028362304,Transmission_System,0.0,8.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,2026-01-01,2024-07-01,07-2026,218.6,2.71,1.0,24,18,6,1.2397072278133576,Transmission_System,0.0,8.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,2026-02-01,2024-07-01,07-2026,218.6,3.28,1.0,24,19,5,1.5004574565416284,Transmission_System,0.0,8.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,2026-03-01,2024-07-01,07-2026,218.6,3.28,1.5,24,20,4,1.5004574565416284,Transmission_System,0.0,11.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,2026-04-01,2024-07-01,07-2026,218.6,3.72,1.7,24,21,3,1.7017383348581887,Transmission_System,0.0,11.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,2026-05-01,2024-07-01,07-2026,218.6,3.72,1.7,24,22,2,1.7017383348581887,Transmission_System,0.0,11.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,2026-06-01,2024-07-01,07-2026,218.6,3.72,1.7,24,23,1,1.7017383348581887,Transmission_System,0.0,11.0,1,0
617269,Transmission System for Strengthening to facilitate evacuation of power from Bhadla/Bikaner Complex,2026-06-01,2024-12-01,06-2026,212.81,9.98,11.17,18,18,0,4.689629246745923,Transmission_System,0.0,6.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],2025-10-01,2024-11-01,05-2026,408.94,0.32,0.0,18,11,7,0.0782510881791949,Transmission_System,0.0,10.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],2025-11-01,2024-11-01,05-2026,408.94,0.32,0.0,18,12,6,0.0782510881791949,Transmission_System,0.0,1.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],2025-12-01,2024-11-01,05-2026,408.94,0.4,0.0,18,13,5,0.0978138602239937,Transmission_System,0.0,10.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],2026-01-01,2024-11-01,05-2026,408.94,2.04,0.0,18,14,4,0.4988506871423681,Transmission_System,0.0,10.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],2026-02-01,2024-11-01,05-2026,408.94,4.09,1.0,18,15,3,1.0001467207903358,Transmission_System,0.0,10.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],2026-03-01,2024-11-01,05-2026,408.94,4.09,1.1,18,16,2,1.0001467207903358,Transmission_System,0.0,13.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],2026-04-01,2024-11-01,05-2026,408.94,6.13,1.5,18,17,1,1.4989974079327042,Transmission_System,0.0,13.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],2026-05-01,2024-11-01,05-2026,408.94,6.13,1.5,18,18,0,1.4989974079327042,Transmission_System,0.0,13.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],2026-06-01,2024-11-01,05-2026,408.94,6.13,1.5,18,19,-1,1.4989974079327042,Transmission_System,0.0,13.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],2025-09-01,2024-09-01,03-2026,342.69,0.7,0.0,18,12,6,0.2042662464618168,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],2025-11-01,2024-09-01,03-2026,342.69,0.71,0.0,18,14,4,0.2071843356969855,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],2025-12-01,2024-09-01,03-2026,342.69,6.85,4.0,18,15,3,1.9988911260906357,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],2026-01-01,2024-09-01,03-2026,342.69,41.22,9.0,18,16,2,12.02836382736584,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],2026-02-01,2024-09-01,03-2026,342.69,61.3,21.0,18,17,1,17.887887011584812,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],2026-03-01,2024-09-01,03-2026,342.69,97.66,29.36,18,18,0,28.49805947065861,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],2026-04-01,2024-09-01,03-2026,342.69,102.8,29.73,18,19,-1,29.99795733753538,Transmission_System,0.0,6.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],2026-05-01,2024-09-01,03-2026,342.69,119.94,29.73,18,20,-2,34.99956228661472,Transmission_System,0.0,6.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],2026-06-01,2024-09-01,03-2026,342.69,137.07,29.73,18,21,-3,39.998249146458896,Transmission_System,0.0,6.0,1,0
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,2025-12-01,2012-02-01,03-2026,1842.25,1648.05,95.0,169,166,3,89.4585425430859,Substation_Grid_Equipment,0.0,5.0,1,0
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,2026-01-01,2012-02-01,03-2026,1842.25,1648.05,95.0,169,167,2,89.4585425430859,Substation_Grid_Equipment,0.0,5.0,1,0
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,2026-02-01,2012-02-01,03-2026,1842.25,1648.05,95.0,169,168,1,89.4585425430859,Substation_Grid_Equipment,0.0,5.0,1,0
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,2026-03-01,2012-02-01,03-2026,1842.25,1648.05,95.4,169,169,0,89.4585425430859,Substation_Grid_Equipment,0.0,5.0,1,0
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,2026-04-01,2012-02-01,03-2026,1842.25,1648.05,96.0,169,170,-1,89.4585425430859,Substation_Grid_Equipment,0.0,5.0,1,0
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,2026-05-01,2012-02-01,03-2026,1842.25,1648.05,96.2,169,171,-2,89.4585425430859,Substation_Grid_Equipment,0.0,5.0,1,0
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,2026-06-01,2012-02-01,03-2026,1842.25,1648.05,96.3,169,172,-3,89.4585425430859,Substation_Grid_Equipment,0.0,5.0,1,0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],2025-09-01,2025-02-01,11-2026,488.29,0.11,0.0,21,7,14,0.0225275963054742,Substation_Grid_Equipment,0.0,4.0,1,0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],2025-10-01,2025-02-01,11-2026,488.29,0.12,0.0,21,8,13,0.0245755596059718,Substation_Grid_Equipment,0.0,4.0,1,0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],2025-11-01,2025-02-01,11-2026,488.29,0.22,0.0,21,9,12,0.0450551926109484,Substation_Grid_Equipment,0.0,4.0,1,0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],2025-12-01,2025-02-01,11-2026,488.29,0.98,0.0,21,10,11,0.2007004034487702,Substation_Grid_Equipment,0.0,4.0,1,0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],2026-01-01,2025-02-01,11-2026,488.29,2.44,0.0,21,11,10,0.4997030453214278,Substation_Grid_Equipment,0.0,4.0,1,0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],2026-03-01,2025-02-01,11-2026,488.29,4.88,1.0,21,13,8,0.9994060906428556,Substation_Grid_Equipment,0.0,7.0,1,0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],2026-04-01,2025-02-01,11-2026,488.29,5.86,1.5,21,14,7,1.200106494091626,Substation_Grid_Equipment,0.0,7.0,1,0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],2026-05-01,2025-02-01,11-2026,488.29,5.86,2.7,21,15,6,1.200106494091626,Substation_Grid_Equipment,0.0,7.0,1,0
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],2026-06-01,2025-02-01,11-2026,488.29,9.76,4.5,21,16,5,1.9988121812857111,Substation_Grid_Equipment,0.0,7.0,1,0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,2025-10-01,2025-03-01,12-2026,581.74,0.2,0.0,21,7,14,0.0343796197614054,Substation_Grid_Equipment,0.0,3.0,1,0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,2025-11-01,2025-03-01,12-2026,581.74,0.2,0.0,21,8,13,0.0343796197614054,Substation_Grid_Equipment,0.0,3.0,1,0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,2025-12-01,2025-03-01,12-2026,581.74,1.16,0.0,21,9,12,0.1994017946161515,Substation_Grid_Equipment,0.0,3.0,1,0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,2026-01-01,2025-03-01,12-2026,581.74,2.91,0.0,21,10,11,0.5002234675284492,Substation_Grid_Equipment,0.0,3.0,1,0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,2026-02-01,2025-03-01,12-2026,581.74,5.81,1.0,21,11,10,0.998727954068828,Substation_Grid_Equipment,0.0,3.0,1,0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,2026-03-01,2025-03-01,12-2026,581.74,6.98,1.2,21,12,9,1.1998487296730498,Substation_Grid_Equipment,0.0,6.0,1,0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,2026-04-01,2025-03-01,12-2026,581.74,7.08,1.5,21,13,8,1.2170385395537524,Substation_Grid_Equipment,0.0,6.0,1,0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,2026-05-01,2025-03-01,12-2026,581.74,11.63,2.0,21,14,7,1.9991748891257264,Substation_Grid_Equipment,0.0,6.0,1,0
617801,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,2026-06-01,2025-03-01,12-2026,581.74,17.45,6.0,21,15,6,2.9996218241826247,Substation_Grid_Equipment,0.0,6.0,1,0
619029,Transmission System for Reliable Power Supply to Dholera,2026-02-01,2024-09-01,03-2026,319.42,19.16,9.0,18,17,1,5.9983720493394275,Transmission_System,0.0,6.0,1,0
619029,Transmission System for Reliable Power Supply to Dholera,2026-03-01,2024-09-01,03-2026,319.42,46.31,15.0,18,18,0,14.49815290213512,Transmission_System,0.0,9.0,1,0
619029,Transmission System for Reliable Power Supply to Dholera,2026-04-01,2024-09-01,03-2026,319.42,51.1,18.0,18,19,-1,15.997745914469975,Transmission_System,0.0,9.0,1,0
619029,Transmission System for Reliable Power Supply to Dholera,2026-05-01,2024-09-01,03-2026,319.42,51.1,21.0,18,20,-2,15.997745914469975,Transmission_System,0.0,9.0,1,0
619029,Transmission System for Reliable Power Supply to Dholera,2026-06-01,2024-09-01,03-2026,319.42,63.88,31.0,18,21,-3,19.998747730261098,Transmission_System,0.0,9.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2025-07-01,2023-03-01,11-2024,3546.94,3121.3,94.0,20,28,-8,87.99979700812531,Transmission_System,0.0,13.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2025-08-01,2023-03-01,11-2024,3546.94,3192.25,95.0,20,29,-9,90.00011277326372,Transmission_System,0.0,13.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2025-09-01,2023-03-01,11-2024,3546.94,3263.18,96.0,20,30,-10,91.99986467208352,Transmission_System,0.0,13.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2025-10-01,2023-03-01,11-2024,3546.94,3369.59,97.0,20,31,-11,94.99991542005222,Transmission_System,0.0,14.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2025-11-01,2023-03-01,11-2024,3546.94,3404.59,98.0,20,32,-12,95.98668147755532,Transmission_System,0.0,14.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2025-12-01,2023-03-01,11-2024,3546.94,3440.49,98.0,20,33,-13,96.99882151939416,Transmission_System,0.0,16.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2026-01-01,2023-03-01,11-2024,3546.94,3476.0,99.0,20,34,-14,97.99996616802088,Transmission_System,0.0,16.0,1,0
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone  Part-A and Part-B,2026-02-01,2023-03-01,11-2024,3546.94,3511.47,99.0,20,35,-15,98.99998308401044,Transmission_System,0.0,16.0,1,0
