project_code,project_name,state,snapshot_date,start_date,original_doc,original_cost_cr,cumulative_expenditure_cr,physical_progress_pct,planned_duration_months,elapsed_months,months_to_original_target,expenditure_pct_of_original_cost,progress_gap_pct,project_category,target_cost_overrun_pct,target_schedule_overrun_months,delay_flag,cost_overrun_flag
611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Rajasthan,2025-09,10-2023,04-2025,1796.02,1347.01,85.0,18,23,-5,74.99972160666363,15.0,Transmission_System,0.0,11.0,1,0
611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Rajasthan,2025-10,10-2023,04-2025,1796.02,1436.81,89.0,18,24,-6,79.99966592799635,11.0,Transmission_System,0.0,11.0,1,0
611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Rajasthan,2025-11,10-2023,04-2025,1796.02,1580.49,92.0,18,25,-7,87.99957684212872,8.0,Transmission_System,0.0,11.0,1,0
611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Rajasthan,2025-12,10-2023,04-2025,1796.02,1621.79,94.0,18,26,-8,90.29910580060356,6.0,Transmission_System,0.0,11.0,1,0
611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Rajasthan,2026-02,10-2023,04-2025,1796.02,1688.25,96.0,18,28,-10,93.99951002772798,4.0,Transmission_System,0.0,13.0,1,0
611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Rajasthan,2026-03,10-2023,04-2025,1796.02,1724.17,98.47,18,29,-11,95.99948775626108,1.5300000000000011,Transmission_System,0.0,13.0,1,0
611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Rajasthan,2025-07,09-2023,04-2025,2190.54,1740.6,77.0,19,22,-3,79.45985921279684,23.0,Transmission_System,0.0,8.0,1,0
611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Rajasthan,2025-08,09-2023,04-2025,2190.54,1870.72,83.0,19,23,-4,85.39994704502087,17.0,Transmission_System,0.0,8.0,1,0
611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Rajasthan,2025-09,09-2023,04-2025,2190.54,1905.77,89.0,19,24,-5,87.00000913016882,11.0,Transmission_System,0.0,8.0,1,0
611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Rajasthan,2025-10,09-2023,04-2025,2190.54,1949.58,91.0,19,25,-6,88.99997260949355,9.0,Transmission_System,0.0,8.0,1,0
611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Rajasthan,2025-11,09-2023,04-2025,2190.54,2000.84,96.0,19,26,-7,91.34003487724488,4.0,Transmission_System,0.0,8.0,1,0
611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Rajasthan,2025-12,09-2023,04-2025,2190.54,2079.44,98.0,19,27,-8,94.9281912222557,2.0,Transmission_System,0.0,9.0,1,0
611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,Rajasthan,2026-01,09-2023,04-2025,2190.54,2139.44,99.0,19,28,-9,97.66724186730214,1.0,Transmission_System,0.0,10.0,1,0
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Rajasthan,2025-07,08-2023,02-2025,688.74,585.42,93.0,18,23,-5,84.99869326596394,7.0,Transmission_System,0.0,7.0,1,0
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Rajasthan,2025-08,08-2023,02-2025,688.74,587.42,96.0,18,24,-6,85.2890786073119,4.0,Transmission_System,0.0,7.0,1,0
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Rajasthan,2025-09,08-2023,02-2025,688.74,633.42,97.0,18,25,-7,91.96794145831517,3.0,Transmission_System,0.0,7.0,1,0
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Rajasthan,2025-10,08-2023,02-2025,688.74,654.3,97.0,18,26,-8,94.99956442198797,3.0,Transmission_System,0.0,10.0,1,0
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Rajasthan,2025-11,08-2023,02-2025,688.74,668.0,98.0,18,27,-9,96.98870401022155,2.0,Transmission_System,0.0,10.0,1,0
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Rajasthan,2025-12,08-2023,02-2025,688.74,685.29,99.0,18,28,-10,99.49908528617475,1.0,Transmission_System,0.0,11.0,1,0
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Rajasthan,2026-01,08-2023,02-2025,688.74,685.98,99.0,18,29,-11,99.5992682289398,1.0,Transmission_System,0.0,12.0,1,0
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Rajasthan,2026-02,08-2023,02-2025,688.74,686.67,99.0,18,30,-12,99.69945117170485,1.0,Transmission_System,0.0,12.0,1,0
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Rajasthan,2026-03,08-2023,02-2025,688.74,686.67,99.7,18,31,-13,99.69945117170485,0.29999999999999716,Transmission_System,0.0,14.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2025-07,11-2023,07-2025,224.41,22.44,9.0,20,20,0,9.999554387059401,91.0,Transmission_System,0.0,4.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2025-08,11-2023,07-2025,224.41,24.64,10.0,20,21,-1,10.97990285637895,90.0,Transmission_System,0.0,5.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2025-09,11-2023,07-2025,224.41,25.8,12.0,20,22,-2,11.496813867474712,88.0,Transmission_System,0.0,5.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2025-10,11-2023,07-2025,224.41,33.66,18.0,20,23,-3,14.999331580589098,82.0,Transmission_System,0.0,8.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2025-11,11-2023,07-2025,224.41,89.66,44.0,20,24,-4,39.95365625417762,56.0,Transmission_System,0.0,8.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2025-12,11-2023,07-2025,224.41,109.96,49.0,20,25,-5,48.99959894835346,51.0,Transmission_System,0.0,8.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2026-01,11-2023,07-2025,224.41,121.18,63.0,20,26,-6,53.99937614188316,37.0,Transmission_System,0.0,8.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2026-02,11-2023,07-2025,224.41,161.57,74.0,20,27,-7,71.99768281270887,26.0,Transmission_System,0.0,8.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2026-03,11-2023,07-2025,224.41,197.47,90.8,20,28,-8,87.99518738024152,9.200000000000003,Transmission_System,0.0,9.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,-) Maharashtra,2026-04,11-2023,07-2025,224.41,206.45,94.8,20,29,-9,91.99679158682767,5.200000000000003,Transmission_System,0.0,9.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,2026-05,11-2023,07-2025,224.41,215.43,99.6,20,30,-10,95.99839579341385,0.4000000000000057,Transmission_System,0.0,10.0,1,0
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,-) (-) Maharashtra,2026-06,11-2023,07-2025,224.41,224.41,100.0,20,31,-11,100.0,0.0,Transmission_System,0.0,10.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Andhra Pradesh,2025-07,09-2023,09-2025,1248.69,820.26,78.0,24,22,2,65.68964274559738,22.0,Transmission_System,0.0,7.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Andhra Pradesh,2025-08,09-2023,09-2025,1248.69,860.97,82.0,24,23,1,68.94985945270643,18.0,Transmission_System,0.0,7.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Andhra Pradesh,2025-09,09-2023,09-2025,1248.69,924.03,84.0,24,24,0,73.99995194964322,16.0,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Andhra Pradesh,2025-10,09-2023,09-2025,1248.69,998.95,87.0,24,25,-1,79.99983983214408,13.0,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Andhra Pradesh,2025-11,09-2023,09-2025,1248.69,1023.92,90.0,24,26,-2,81.99953551321785,10.0,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Andhra Pradesh,2025-12,09-2023,09-2025,1248.69,1077.61,91.0,24,27,-3,86.29924160520224,9.0,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Andhra Pradesh,2026-01,09-2023,09-2025,1248.69,1102.46,93.0,24,28,-4,88.28932721492123,7.0,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Andhra Pradesh,2026-02,09-2023,09-2025,1248.69,1173.76,96.0,24,29,-5,93.99931127821957,4.0,Transmission_System,0.0,6.0,1,0
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Andhra Pradesh,2026-03,09-2023,09-2025,1248.69,1198.74,97.52,24,30,-6,95.9998077985729,2.480000000000004,Transmission_System,0.0,7.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],Rajasthan,2025-07,12-2023,12-2025,2998.34,1592.11,49.0,24,19,5,53.099715175730566,51.0,Transmission_System,0.0,3.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],Rajasthan,2025-08,12-2023,12-2025,2998.34,1703.11,51.0,24,20,4,56.80176364254888,49.0,Transmission_System,0.0,3.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],Rajasthan,2025-09,12-2023,12-2025,2998.34,1978.9,54.0,24,21,3,65.99985325213285,46.0,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],Rajasthan,2025-10,12-2023,12-2025,2998.34,2008.88,57.0,24,22,2,66.99973985605368,43.0,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],Rajasthan,2025-11,12-2023,12-2025,2998.34,2098.83,60.0,24,23,1,69.99973318569607,40.0,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],Rajasthan,2025-12,12-2023,12-2025,2998.34,2158.8,62.0,24,24,0,71.99983991141765,38.0,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],Rajasthan,2026-01,12-2023,12-2025,2998.34,2248.75,64.0,24,25,-1,74.99983324106006,36.0,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],Rajasthan,2026-02,12-2023,12-2025,2998.34,2278.73,65.0,24,26,-2,75.99971984498089,35.0,Transmission_System,0.0,6.0,1,0
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],Rajasthan,2026-03,12-2023,12-2025,2998.34,2278.73,68.21,24,27,-3,75.99971984498089,31.790000000000006,Transmission_System,0.0,12.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]","Multi-States (Karnataka, Telangana",2025-09,02-2024,02-2026,2147.62,1310.04,64.0,24,19,5,60.9996181819875,36.0,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]","Multi-States (Karnataka, Telangana",2025-10,02-2024,02-2026,2147.62,1438.9,67.0,24,20,4,66.99974855886983,33.0,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]","Multi-States (Karnataka, Telangana",2025-11,02-2024,02-2026,2147.62,1505.69,71.0,24,21,3,70.10970283383467,29.0,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]","Multi-States (Karnataka, Telangana",2025-12,02-2024,02-2026,2147.62,1685.45,79.0,24,22,2,78.47989867853717,21.0,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]","Multi-States (Karnataka, Telangana",2026-01,02-2024,02-2026,2147.62,1769.42,82.0,24,23,1,82.38980825285665,18.0,Transmission_System,0.0,4.0,1,0
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]","Multi-States (Karnataka, Telangana",2026-03,02-2024,02-2026,2147.62,1825.47,87.32,24,25,-1,84.99967405779422,12.680000000000007,Transmission_System,0.0,4.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Gujarat,2025-07,12-2023,12-2025,3751.82,1500.72,21.0,24,19,5,39.999786770154216,79.0,Transmission_System,0.0,6.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Gujarat,2025-08,12-2023,12-2025,3751.82,1575.72,22.0,24,20,4,41.998816574355914,78.0,Transmission_System,0.0,6.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Gujarat,2025-09,12-2023,12-2025,3751.82,1688.32,25.0,24,21,3,45.00002665373072,75.0,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Gujarat,2025-10,12-2023,12-2025,3751.82,1688.32,28.0,24,22,2,45.00002665373072,72.0,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Gujarat,2025-11,12-2023,12-2025,3751.82,2025.98,32.0,24,23,1,53.99992536955397,68.0,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Gujarat,2025-12,12-2023,12-2025,3751.82,2101.02,38.0,24,24,0,56.00002132298457,62.0,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Gujarat,2026-01,12-2023,12-2025,3751.82,2138.53,42.0,24,25,-1,56.99980276239266,58.0,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Gujarat,2026-02,12-2023,12-2025,3751.82,2176.05,50.0,24,26,-2,57.99985073910795,50.0,Transmission_System,0.0,12.0,1,0
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Gujarat,2026-03,12-2023,12-2025,3751.82,2194.81,55.23,24,27,-3,58.499874727465595,44.77,Transmission_System,0.0,12.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Karnataka,2025-08,12-2023,12-2025,2889.39,1332.21,46.0,24,20,4,46.10696375359505,54.0,Transmission_System,0.0,3.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Karnataka,2025-09,12-2023,12-2025,2889.39,1462.89,50.0,24,21,3,50.6297176912774,50.0,Transmission_System,0.0,3.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Karnataka,2025-10,12-2023,12-2025,2889.39,1533.89,54.0,24,22,2,53.08698375781739,46.0,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Karnataka,2025-11,12-2023,12-2025,2889.39,1733.63,61.0,24,23,1,59.99986156247513,39.0,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Karnataka,2025-12,12-2023,12-2025,2889.39,1841.69,68.0,24,24,0,63.73975129698657,32.0,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Karnataka,2026-01,12-2023,12-2025,2889.39,2033.26,72.0,24,25,-1,70.36987045708611,28.0,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Karnataka,2026-02,12-2023,12-2025,2889.39,2080.36,76.0,24,26,-2,71.99997231249503,24.0,Transmission_System,0.0,6.0,1,0
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Karnataka,2026-03,12-2023,12-2025,2889.39,2224.83,80.41,24,27,-3,76.99998961718563,19.590000000000003,Transmission_System,0.0,9.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,Andhra Pradesh,2025-07,12-2023,09-2025,163.61,50.72,39.0,21,19,2,31.000550088625385,61.0,Substation_Grid_Equipment,0.0,2.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,Andhra Pradesh,2025-08,12-2023,09-2025,163.61,60.53,42.0,21,20,1,36.99651610537253,58.0,Substation_Grid_Equipment,0.0,2.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,Andhra Pradesh,2025-09,12-2023,09-2025,163.61,71.98,56.0,21,21,0,43.99486583949636,44.0,Substation_Grid_Equipment,0.0,4.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,Andhra Pradesh,2025-10,12-2023,09-2025,163.61,85.07,62.0,21,22,-1,51.99559929099687,38.0,Substation_Grid_Equipment,0.0,4.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,Andhra Pradesh,2025-11,12-2023,09-2025,163.61,88.34,82.0,21,23,-2,53.9942546299126,18.0,Substation_Grid_Equipment,0.0,4.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,Andhra Pradesh,2025-12,12-2023,09-2025,163.61,111.04,82.0,21,24,-3,67.868712181407,18.0,Substation_Grid_Equipment,0.0,6.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,Andhra Pradesh,2026-01,12-2023,09-2025,163.61,134.08,83.0,21,25,-4,81.95098099138195,17.0,Substation_Grid_Equipment,0.0,6.0,1,0
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,Andhra Pradesh,2026-02,12-2023,09-2025,163.61,145.61,91.0,21,26,-5,88.99822749220708,9.0,Substation_Grid_Equipment,0.0,6.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,Jammu and Kashmir,2025-09,07-2024,07-2026,218.6,1.01,0.0,24,14,10,0.4620311070448308,100.0,Transmission_System,0.0,8.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,Jammu and Kashmir,2025-10,07-2024,07-2026,218.6,2.11,0.0,24,15,9,0.9652333028362304,100.0,Transmission_System,0.0,8.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,Jammu and Kashmir,2026-01,07-2024,07-2026,218.6,2.71,1.0,24,18,6,1.2397072278133576,99.0,Transmission_System,0.0,8.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,Jammu and Kashmir,2026-02,07-2024,07-2026,218.6,3.28,1.0,24,19,5,1.5004574565416284,99.0,Transmission_System,0.0,8.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,Jammu and Kashmir,2026-03,07-2024,07-2026,218.6,3.28,1.5,24,20,4,1.5004574565416284,98.5,Transmission_System,0.0,11.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,-) Jammu and Kashmir,2026-04,07-2024,07-2026,218.6,3.72,1.7,24,21,3,1.7017383348581887,98.3,Transmission_System,0.0,11.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,Jammu and Kashmir,2026-05,07-2024,07-2026,218.6,3.72,1.7,24,22,2,1.7017383348581887,98.3,Transmission_System,0.0,11.0,1,0
617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,-) (-) Jammu and Kashmir,2026-06,07-2024,07-2026,218.6,3.72,1.7,24,23,1,1.7017383348581887,98.3,Transmission_System,0.0,11.0,1,0
617269,Transmission System for Strengthening to facilitate evacuation of power from Bhadla/Bikaner Complex,-) (-) Uttar Pradesh,2026-06,12-2024,06-2026,212.81,9.98,11.17,18,18,0,4.689629246745923,88.83,Transmission_System,0.0,6.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],"Multi-States (Bihar, West Bengal",2025-10,11-2024,05-2026,408.94,0.32,0.0,18,11,7,0.07825108817919499,100.0,Transmission_System,0.0,10.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],"Multi-States (Bihar, West Bengal",2025-11,11-2024,05-2026,408.94,0.32,0.0,18,12,6,0.07825108817919499,100.0,Transmission_System,0.0,1.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],"Multi-States (Bihar, West Bengal",2025-12,11-2024,05-2026,408.94,0.4,0.0,18,13,5,0.09781386022399376,100.0,Transmission_System,0.0,10.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],"Multi-States (Bihar, West Bengal",2026-01,11-2024,05-2026,408.94,2.04,0.0,18,14,4,0.4988506871423681,100.0,Transmission_System,0.0,10.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],"Multi-States (Bihar, West Bengal",2026-02,11-2024,05-2026,408.94,4.09,1.0,18,15,3,1.0001467207903358,99.0,Transmission_System,0.0,10.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],"Multi-States (Bihar, West Bengal",2026-03,11-2024,05-2026,408.94,4.09,1.1,18,16,2,1.0001467207903358,98.9,Transmission_System,0.0,13.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],"-) Multi-States (Bihar, West Bengal",2026-04,11-2024,05-2026,408.94,6.13,1.5,18,17,1,1.4989974079327042,98.5,Transmission_System,0.0,13.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],"Multi-States (Bihar, West Bengal",2026-05,11-2024,05-2026,408.94,6.13,1.5,18,18,0,1.4989974079327042,98.5,Transmission_System,0.0,13.0,1,0
617270,Eastern Region  Expansion Scheme-44 [ERES-44],"-) (-) Multi-States (Bihar, West Bengal",2026-06,11-2024,05-2026,408.94,6.13,1.5,18,19,-1,1.4989974079327042,98.5,Transmission_System,0.0,13.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],"Multi-States (Bihar, Odisha, West Bengal",2025-09,09-2024,03-2026,342.69,0.7,0.0,18,12,6,0.2042662464618168,100.0,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],"Multi-States (Bihar, Odisha, West Bengal",2025-11,09-2024,03-2026,342.69,0.71,0.0,18,14,4,0.20718433569698558,100.0,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],"Multi-States (Bihar, Odisha, West Bengal",2025-12,09-2024,03-2026,342.69,6.85,4.0,18,15,3,1.9988911260906357,96.0,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],"Multi-States (Bihar, Odisha, West Bengal",2026-01,09-2024,03-2026,342.69,41.22,9.0,18,16,2,12.02836382736584,91.0,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],"Multi-States (Bihar, Odisha, West Bengal",2026-02,09-2024,03-2026,342.69,61.3,21.0,18,17,1,17.887887011584812,79.0,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],"Multi-States (Bihar, Odisha, West Bengal",2026-03,09-2024,03-2026,342.69,97.66,29.36,18,18,0,28.49805947065861,70.64,Transmission_System,0.0,3.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],"-) Multi-States (Bihar, Odisha, West Bengal",2026-04,09-2024,03-2026,342.69,102.8,29.73,18,19,-1,29.99795733753538,70.27,Transmission_System,0.0,6.0,1,0
617271,Eastern Region  Expansion Scheme-43 [ERES-43],"Multi-States (Bihar, Odisha, West Bengal",2026-05,09-2024,03-2026,342.69,119.94,29.73,18,20,-2,34.99956228661472,70.27,Transmission_System,0.0,6.0,1,0
